./filegen 10 50 1024 1048576, 1720.0, 1860
./filegen 10 50 1024 1048576, 1690.0, 1852
./filegen 10 50 1024 1048576, 1830.0, 1856
./filegen 10 50 1024 1048576, 1720.0, 1860
./filegen 10 50 1024 1048576, 1700.0, 1856
