Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[27]     0.1    0.00    0.04  142860         atomic [27]
                0.02    0.01  285781/285781      propagatemark [31]
                0.01    0.00  142860/142860      luaS_clearcache [52]
                0.00    0.00  571440/571440      clearbyvalues [173]
                0.00    0.00  285720/285720      convergeephemerons [176]
                0.00    0.00  285720/285720      clearbykeys [175]
                0.00    0.00  142860/142861      separatetobefnz [178]
-----------------------------------------------
                0.00    0.03       6/6           lua_rawseti [29]
[28]     0.1    0.00    0.03       6         luaH_setint [28]
                0.03    0.00       6/12          luaH_getint [22]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [63]
-----------------------------------------------
                0.00    0.01       2/6           pmain <cycle 1> [43]
                0.00    0.02       4/6           luaopen_package [32]
[29]     0.1    0.00    0.03       6         lua_rawseti [29]
                0.00    0.03       6/6           luaH_setint [28]
                0.00    0.00       6/70          index2value [187]
-----------------------------------------------
                                                 <spontaneous>
[30]     0.1    0.03    0.00                 luaM_toobig [30]
-----------------------------------------------
                0.02    0.01  285781/285781      atomic [27]
[31]     0.1    0.02    0.01  285781         propagatemark [31]
                0.01    0.00  285976/286012      reallymarkobject [51]
                0.00    0.00       1/6           luaT_gettm [148]
                0.00    0.00      23/110         luaH_realasize [184]
-----------------------------------------------
                0.00    0.03       1/1           luaD_precall <cycle 1> [10]
[32]     0.1    0.00    0.03       1         luaopen_package [32]
                0.00    0.02       4/6           lua_rawseti [29]
                0.00    0.01       1/2           lua_rawgeti [53]
                0.00    0.00       2/15          luaL_setfuncs [44]
                0.00    0.00       5/167         lua_pushcclosure [47]
                0.00    0.00       5/214         auxsetstr [71]
                0.00    0.00       3/18          lua_createtable [92]
                0.00    0.00       2/2           setpath [99]
                0.00    0.00       3/13          luaL_getsubtable [94]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       1/24          lua_pushstring [108]
                0.00    0.00       1/5           lua_setmetatable [150]
                0.00    0.00       5/203         lua_setfield [183]
                0.00    0.00       5/82          lua_settop [186]
                0.00    0.00       5/40          lua_pushvalue [192]
                0.00    0.00       1/10          luaL_checkversion_ [217]
                0.00    0.00       1/142868      luaE_setdebt [177]
-----------------------------------------------
                                   7             luaD_pcall <cycle 1> [229]
                4.69    0.76       1/6           luaD_closeprotected [8]
                4.69    0.76       1/6           lua_newstate [6]
[33]     0.1    0.00    0.02       9         luaD_rawrunprotected <cycle 1> [33]
                0.00    0.02       1/1           f_parser [34]
                0.00    0.00       1/1           f_luaopen [104]
                0.00    0.00       4/714299      dothecall [15]
                0.00    0.00       1/1           luaF_close [147]
                0.00    0.00       1/1           luaF_initupvals [155]
                0.00    0.00       2/2           f_call [260]
                0.00    0.00       1/1           closepaux [264]
                                   6             luaD_callnoyield <cycle 1> [204]
-----------------------------------------------
                0.00    0.02       1/1           luaD_rawrunprotected <cycle 1> [33]
[34]     0.1    0.00    0.02       1         f_parser [34]
                0.00    0.02       1/1           luaY_parser [35]
                0.00    0.00       1/3           luaZ_fill [253]
-----------------------------------------------
                0.00    0.02       1/1           f_parser [34]
[35]     0.1    0.00    0.02       1         luaY_parser [35]
                0.00    0.02      10/10          statement <cycle 2> [40]
                0.00    0.01       1/1           luaX_setinput [59]
                0.00    0.00       1/234         luaX_next [56]
                0.00    0.00       1/6           close_func [132]
                0.00    0.00       1/10000006     luaF_newLclosure [23]
                0.00    0.00       1/21          luaH_new [127]
                0.00    0.00       1/6           luaF_newproto [138]
                0.00    0.00       1/323         luaS_new [111]
                0.00    0.00       1/126         luaK_code [134]
                0.00    0.00       1/4           allocupvalue [167]
                0.00    0.00       2/2           luaD_inctop [262]
                0.00    0.00       1/6           open_func [234]
                0.00    0.00       1/19          luaK_codeABCk [199]
-----------------------------------------------
                0.01    0.00       1/3           save [60]
                0.01    0.00       1/3           luaD_protectedparser <cycle 1> [58]
                0.01    0.00       1/3           luaX_setinput [59]
[36]     0.1    0.02    0.00       3         luaM_saferealloc_ [36]
                0.00    0.00       3/152         luaM_realloc_ [122]
-----------------------------------------------
                                                 <spontaneous>
[37]     0.1    0.02    0.00                 luaC_newobjdt [37]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.1    0.02    0.00                 panic [38]
-----------------------------------------------
[39]     0.1    0.00    0.02      10+29      <cycle 2 as a whole> [39]
                0.00    0.02      28             statement <cycle 2> [40]
                0.00    0.00       5             body <cycle 2> [81]
                0.00    0.00       2             test_then_block <cycle 2> [82]
                0.00    0.00       2             forbody <cycle 2> [96]
                0.00    0.00       2             block <cycle 2> [166]
-----------------------------------------------
                                   2             block <cycle 2> [166]
                                   2             test_then_block <cycle 2> [82]
                                  14             body <cycle 2> [81]
                0.00    0.02      10/10          luaY_parser [35]
[40]     0.0    0.00    0.02      28         statement <cycle 2> [40]
                0.00    0.01      16/36          subexpr <cycle 3> [80]
                0.00    0.00       5/5           restassign [69]
                0.00    0.00       8/36          suffixedexp <cycle 3> [45]
                0.00    0.00      41/234         luaX_next [56]
                0.00    0.00       4/58          singlevar [54]
                0.00    0.00       7/66          exp2reg [79]
                0.00    0.00       2/14          luaK_int [91]
                0.00    0.00       6/122         luaX_newstring [89]
                0.00    0.00       4/41          luaK_exp2anyreg [95]
                0.00    0.00       4/13          luaK_storevar [101]
                0.00    0.00       8/123         check_match [100]
                0.00    0.00       9/126         luaK_code [134]
                0.00    0.00      14/22          new_localvar [156]
                0.00    0.00       7/14          adjustlocalvars [157]
                0.00    0.00       2/14          leaveblock [152]
                0.00    0.00       4/162         savelineinfo [137]
                0.00    0.00       7/63          luaK_exp2nextreg [158]
                0.00    0.00      28/96          luaE_incCstack [185]
                0.00    0.00       7/18          luaK_ret [200]
                0.00    0.00       4/13          check_readonly [209]
                0.00    0.00       4/36          luaK_fixline [194]
                0.00    0.00       3/13          luaK_reserveregs [210]
                0.00    0.00       2/6           patchlistaux [236]
                0.00    0.00       2/4           luaK_patchtohere [240]
                0.00    0.00       2/10          luaK_setreturns [216]
                                   5             body <cycle 2> [81]
                                   2             test_then_block <cycle 2> [82]
                                   2             forbody <cycle 2> [96]
-----------------------------------------------
                0.02    0.00       4/4           luaV_execute <cycle 1> [2]
[41]     0.0    0.02    0.00       4         luaT_adjustvarargs [41]
-----------------------------------------------
[42]     0.0    0.00    0.01      36+90      <cycle 3 as a whole> [42]
                0.00    0.01      55             suffixedexp <cycle 3> [45]
                0.00    0.00      16             funcargs <cycle 3> [74]
                0.00    0.00      55+9           subexpr <cycle 3> [80]
-----------------------------------------------
                                   1             luaD_precall <cycle 1> [10]
[43]     0.0    0.00    0.01       1         pmain <cycle 1> [43]
                0.00    0.01       2/6           lua_rawseti [29]
                0.00    0.00       1/2           luaL_len [64]
                0.00    0.00       1/214         auxsetstr [71]
                0.00    0.00       1/18          lua_createtable [92]
                0.00    0.00       2/2           lua_gc [112]
                0.00    0.00       2/24          lua_pushstring [108]
                0.00    0.00       1/1           lua_getglobal [164]
                0.00    0.00       1/6           lua_tointegerx [232]
                0.00    0.00       1/10          lua_touserdata [220]
                0.00    0.00       1/10          luaL_checkversion_ [217]
                0.00    0.00       1/11          lua_setglobal [215]
                0.00    0.00       1/17          lua_pushboolean [202]
                0.00    0.00       1/1           luaL_checkstack [267]
                0.00    0.00       1/17          lua_rotate [203]
                0.00    0.00       1/82          lua_settop [186]
                                   1             luaL_openlibs <cycle 1> [93]
                                   1             luaL_loadfilex <cycle 1> [160]
                                   1             docall <cycle 1> [97]
-----------------------------------------------
                0.00    0.00       1/15          luaopen_base [61]
                0.00    0.00       1/15          luaopen_coroutine [87]
                0.00    0.00       1/15          luaopen_debug [85]
                0.00    0.00       1/15          luaopen_os [88]
                0.00    0.00       1/15          luaopen_table [86]
                0.00    0.00       1/15          luaopen_utf8 [84]
                0.00    0.00       2/15          luaopen_math [75]
                0.00    0.00       2/15          luaopen_package [32]
                0.00    0.00       2/15          luaopen_string [76]
                0.00    0.00       3/15          luaopen_io [72]
[44]     0.0    0.00    0.01      15         luaL_setfuncs [44]
                0.00    0.01     151/167         lua_pushcclosure [47]
                0.00    0.00     167/214         auxsetstr [71]
                0.00    0.00     167/203         lua_setfield [183]
                0.00    0.00      16/17          lua_pushboolean [202]
                0.00    0.00      15/16          lua_checkstack [205]
                0.00    0.00       3/40          lua_pushvalue [192]
-----------------------------------------------
                                  43             subexpr <cycle 3> [80]
                0.00    0.00       4/36          restassign [69]
                0.00    0.00       8/36          statement <cycle 2> [40]
[45]     0.0    0.00    0.01      55         suffixedexp <cycle 3> [45]
                0.00    0.01      54/58          singlevar [54]
                0.00    0.00       5/5           fieldsel [77]
                0.00    0.00      16/66          exp2reg [79]
                0.00    0.00       2/234         luaX_next [56]
                0.00    0.00       1/123         check_match [100]
                0.00    0.00      16/63          luaK_exp2nextreg [158]
                0.00    0.00       1/191         luaK_dischargevars [149]
                                  16             funcargs <cycle 3> [74]
                                   1             subexpr <cycle 3> [80]
-----------------------------------------------
                0.00    0.00       2/42          luaK_int [91]
                0.00    0.00       3/42          discharge2reg [78]
                0.00    0.01      37/42          luaK_indexed [55]
[46]     0.0    0.00    0.01      42         addk [46]
                0.01    0.00       2/12          luaH_getint [22]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [63]
                0.00    0.00      17/357         luaM_growaux_ [130]
                0.00    0.00       3/7           getgeneric [170]
                0.00    0.00      42/224         luaH_get [182]
                0.00    0.00      25/34          luaV_equalobj [195]
                0.00    0.00      17/254         luaH_finishset [180]
-----------------------------------------------
                0.00    0.00       1/167         docall <cycle 1> [97]
                0.00    0.00       5/167         luaopen_package [32]
                0.00    0.00      10/167         luaL_requiref <cycle 1> [83]
                0.00    0.01     151/167         luaL_setfuncs [44]
[47]     0.0    0.00    0.01     167         lua_pushcclosure [47]
                0.01    0.00       7/7           luaF_newCclosure [48]
-----------------------------------------------
                0.01    0.00       7/7           lua_pushcclosure [47]
[48]     0.0    0.01    0.00       7         luaF_newCclosure [48]
                0.00    0.00       7/20000290     luaC_newobj [19]
-----------------------------------------------
                0.01    0.00       1/1           luaC_freeallobjects [4]
[49]     0.0    0.01    0.00       1         enterinc [49]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.0    0.01    0.00                 luaF_unlinkupval [50]
-----------------------------------------------
                                   1             reallymarkobject [51]
                0.00    0.00       3/286012      singlestep [124]
                0.00    0.00      33/286012      luaC_step [13]
                0.01    0.00  285976/286012      propagatemark [31]
[51]     0.0    0.01    0.00  286012+1       reallymarkobject [51]
                                   1             reallymarkobject [51]
-----------------------------------------------
                0.01    0.00  142860/142860      atomic [27]
[52]     0.0    0.01    0.00  142860         luaS_clearcache [52]
-----------------------------------------------
                0.00    0.01       1/2           luaopen_base [61]
                0.00    0.01       1/2           luaopen_package [32]
[53]     0.0    0.00    0.01       2         lua_rawgeti [53]
                0.01    0.00       2/12          luaH_getint [22]
                0.00    0.00       2/70          index2value [187]
-----------------------------------------------
                0.00    0.00       4/58          statement <cycle 2> [40]
                0.00    0.01      54/58          suffixedexp <cycle 3> [45]
[54]     0.0    0.00    0.01      58         singlevar [54]
                0.00    0.01      32/37          luaK_indexed [55]
                0.00    0.00      58/234         luaX_next [56]
                0.00    0.00      90/123         check_match [100]
                0.00    0.00      32/37          luaK_exp2anyregup [193]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [77]
                0.00    0.01      32/37          singlevar [54]
[55]     0.0    0.00    0.01      37         luaK_indexed [55]
                0.00    0.01      37/42          addk [46]
-----------------------------------------------
                0.00    0.00       1/234         luaY_parser [35]
                0.00    0.00       2/234         suffixedexp <cycle 3> [45]
                0.00    0.00       2/234         forbody <cycle 2> [96]
                0.00    0.00       4/234         test_then_block <cycle 2> [82]
                0.00    0.00      10/234         fieldsel [77]
                0.00    0.00      10/234         restassign [69]
                0.00    0.00      28/234         body <cycle 2> [81]
                0.00    0.00      30/234         subexpr <cycle 3> [80]
                0.00    0.00      41/234         statement <cycle 2> [40]
                0.00    0.00      48/234         funcargs <cycle 3> [74]
                0.00    0.00      58/234         singlevar [54]
[56]     0.0    0.00    0.01     234         luaX_next [56]
                0.00    0.01     234/234         llex [57]
                0.00    0.00      17/17          read_numeral [90]
-----------------------------------------------
                0.00    0.01     234/234         luaX_next [56]
[57]     0.0    0.00    0.01     234         llex [57]
                0.00    0.01     623/676         save [60]
                0.00    0.00     116/122         luaX_newstring [89]
                0.00    0.00      44/44          inclinenumber [189]
-----------------------------------------------
                                   1             lua_load <cycle 1> [271]
[58]     0.0    0.00    0.01       1         luaD_protectedparser <cycle 1> [58]
                0.01    0.00       1/3           luaM_saferealloc_ [36]
                0.00    0.00       3/20000430     luaM_free_ [18]
                                   1             luaD_pcall <cycle 1> [229]
-----------------------------------------------
                0.00    0.01       1/1           luaY_parser [35]
[59]     0.0    0.00    0.01       1         luaX_setinput [59]
                0.01    0.00       1/3           luaM_saferealloc_ [36]
                0.00    0.00       1/356         internshrstr [110]
                0.00    0.00       1/363         luaS_newlstr [136]
-----------------------------------------------
                0.00    0.00      53/676         read_numeral [90]
                0.00    0.01     623/676         llex [57]
[60]     0.0    0.00    0.01     676         save [60]
                0.01    0.00       1/3           luaM_saferealloc_ [36]
-----------------------------------------------
                0.00    0.01       1/1           luaD_precall <cycle 1> [10]
[61]     0.0    0.00    0.01       1         luaopen_base [61]
                0.00    0.01       1/2           lua_rawgeti [53]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       2/214         auxsetstr [71]
                0.00    0.00       1/24          lua_pushstring [108]
                0.00    0.00       2/203         lua_setfield [183]
                0.00    0.00       1/82          lua_settop [186]
                0.00    0.00       1/40          lua_pushvalue [192]
-----------------------------------------------
[62]     0.0    0.00    0.01     257+179     <cycle 4 as a whole> [62]
                0.00    0.01     395+25          luaH_newkey <cycle 4> [63]
                0.00    0.00      41             luaH_resize <cycle 4> [123]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [63]
                                 154             luaH_resize <cycle 4> [123]
                0.00    0.00       2/257         addk [46]
                0.00    0.00       2/257         luaH_setint [28]
                0.00    0.00      34/257         luaX_newstring [89]
                0.00    0.00     203/257         luaV_finishset [70]
[63]     0.0    0.00    0.01     395+25      luaH_newkey <cycle 4> [63]
                0.01    0.00       1/12          luaH_getint [22]
                0.00    0.00      21/20000430     luaM_free_ [18]
                0.00    0.00     567/578         luaS_newudata [146]
                0.00    0.00      25/110         luaH_realasize [184]
                0.00    0.00      25/224         luaH_get [182]
                0.00    0.00       1/1           luaC_barrierback_ [265]
                0.00    0.00       1/40          luaO_ceillog2 [191]
                                  25             luaH_resize <cycle 4> [123]
                                  25             luaH_newkey <cycle 4> [63]
-----------------------------------------------
                0.00    0.00       1/2           pmain <cycle 1> [43]
                0.00    0.00       1/2           gctm [73]
[64]     0.0    0.00    0.01       2         luaL_len [64]
                0.00    0.01       2/2           lua_len [66]
                0.00    0.00       2/6           lua_tointegerx [232]
                0.00    0.00       2/82          lua_settop [186]
-----------------------------------------------
                0.00    0.01       2/2           lua_len [66]
[65]     0.0    0.00    0.01       2         luaV_objlen [65]
                0.00    0.01       2/2           luaH_getn [68]
                0.00    0.00       1/6           luaT_gettm [148]
-----------------------------------------------
                0.00    0.01       2/2           luaL_len [64]
[66]     0.0    0.00    0.01       2         lua_len [66]
                0.00    0.01       2/2           luaV_objlen [65]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.0    0.01    0.00                 luaV_tointegerns [67]
-----------------------------------------------
                0.00    0.01       2/2           luaV_objlen [65]
[68]     0.0    0.00    0.01       2         luaH_getn [68]
                0.01    0.00       1/12          luaH_getint [22]
-----------------------------------------------
                                   4             restassign [69]
                0.00    0.00       5/5           statement <cycle 2> [40]
[69]     0.0    0.00    0.00       5+4       restassign [69]
                0.00    0.00       6/36          subexpr <cycle 3> [80]
                0.00    0.00       4/36          suffixedexp <cycle 3> [45]
                0.00    0.00      10/234         luaX_next [56]
                0.00    0.00       4/66          exp2reg [79]
                0.00    0.00       9/13          luaK_storevar [101]
                0.00    0.00       3/123         check_match [100]
                0.00    0.00       1/63          luaK_exp2nextreg [158]
                0.00    0.00       9/13          check_readonly [209]
                0.00    0.00       4/96          luaE_incCstack [185]
                0.00    0.00       3/13          luaK_reserveregs [210]
                0.00    0.00       2/5           luaK_setoneret [237]
                                   4             restassign [69]
-----------------------------------------------
                0.00    0.00       6/203         luaV_execute <cycle 1> [2]
                0.00    0.00     197/203         auxsetstr [71]
[70]     0.0    0.00    0.00     203         luaV_finishset [70]
                0.00    0.00     203/257         luaH_newkey <cycle 4> [63]
                0.00    0.00     203/254         luaH_finishset [180]
-----------------------------------------------
                0.00    0.00       1/214         pmain <cycle 1> [43]
                0.00    0.00       1/214         luaopen_string [76]
                0.00    0.00       1/214         luaopen_utf8 [84]
                0.00    0.00       2/214         luaL_newmetatable [98]
                0.00    0.00       2/214         luaopen_base [61]
                0.00    0.00       2/214         setpath [99]
                0.00    0.00       3/214         luaL_getsubtable [94]
                0.00    0.00       4/214         luaopen_math [75]
                0.00    0.00       5/214         luaopen_package [32]
                0.00    0.00       6/214         luaopen_io [72]
                0.00    0.00      10/214         luaL_requiref <cycle 1> [83]
                0.00    0.00      10/214         luaL_openlibs <cycle 1> [93]
                0.00    0.00     167/214         luaL_setfuncs [44]
[71]     0.0    0.00    0.00     214         auxsetstr [71]
                0.00    0.00     197/203         luaV_finishset [70]
                0.00    0.00     214/323         luaS_new [111]
                0.00    0.00     214/373         luaH_getstr [172]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[72]     0.0    0.00    0.00       1         luaopen_io [72]
                0.00    0.00       3/15          luaL_setfuncs [44]
                0.00    0.00       6/214         auxsetstr [71]
                0.00    0.00       1/1           luaL_newmetatable [98]
                0.00    0.00       2/18          lua_createtable [92]
                0.00    0.00       3/4           lua_newuserdatauv [109]
                0.00    0.00       3/3           luaL_setmetatable [153]
                0.00    0.00       3/5           lua_setmetatable [150]
                0.00    0.00       6/203         lua_setfield [183]
                0.00    0.00       4/82          lua_settop [186]
                0.00    0.00       2/40          lua_pushvalue [192]
                0.00    0.00       1/10          luaL_checkversion_ [217]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[73]     0.0    0.00    0.00       1         gctm [73]
                0.00    0.00       1/2           luaL_len [64]
-----------------------------------------------
                                  16             suffixedexp <cycle 3> [45]
[74]     0.0    0.00    0.00      16         funcargs <cycle 3> [74]
                0.00    0.00      48/234         luaX_next [56]
                0.00    0.00      26/66          exp2reg [79]
                0.00    0.00      16/123         check_match [100]
                0.00    0.00      16/126         luaK_code [134]
                0.00    0.00      16/162         savelineinfo [137]
                0.00    0.00      26/63          luaK_exp2nextreg [158]
                0.00    0.00      16/19          luaK_codeABCk [199]
                0.00    0.00      16/36          luaK_fixline [194]
                0.00    0.00       4/10          luaK_setreturns [216]
                                  30             subexpr <cycle 3> [80]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[75]     0.0    0.00    0.00       1         luaopen_math [75]
                0.00    0.00       2/15          luaL_setfuncs [44]
                0.00    0.00       4/214         auxsetstr [71]
                0.00    0.00       1/18          lua_createtable [92]
                0.00    0.00       1/4           lua_newuserdatauv [109]
                0.00    0.00       4/203         lua_setfield [183]
                0.00    0.00       4/4           lua_pushinteger [242]
                0.00    0.00       3/82          lua_settop [186]
                0.00    0.00       2/8           lua_pushnumber [227]
                0.00    0.00       1/10          luaL_checkversion_ [217]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[76]     0.0    0.00    0.00       1         luaopen_string [76]
                0.00    0.00       2/15          luaL_setfuncs [44]
                0.00    0.00       2/18          lua_createtable [92]
                0.00    0.00       1/214         auxsetstr [71]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       1/24          lua_pushstring [108]
                0.00    0.00       1/5           lua_setmetatable [150]
                0.00    0.00       4/82          lua_settop [186]
                0.00    0.00       2/40          lua_pushvalue [192]
                0.00    0.00       1/10          luaL_checkversion_ [217]
                0.00    0.00       1/142868      luaE_setdebt [177]
                0.00    0.00       1/203         lua_setfield [183]
-----------------------------------------------
                0.00    0.00       5/5           suffixedexp <cycle 3> [45]
[77]     0.0    0.00    0.00       5         fieldsel [77]
                0.00    0.00       5/37          luaK_indexed [55]
                0.00    0.00      10/234         luaX_next [56]
                0.00    0.00       5/41          luaK_exp2anyreg [95]
                0.00    0.00       5/37          luaK_exp2anyregup [193]
-----------------------------------------------
                0.00    0.00      66/66          exp2reg [79]
[78]     0.0    0.00    0.00      66         discharge2reg [78]
                0.00    0.00       3/42          addk [46]
                0.00    0.00      12/14          luaK_int [91]
                0.00    0.00      26/126         luaK_code [134]
                0.00    0.00      66/191         luaK_dischargevars [149]
                0.00    0.00       5/18          luaK_ret [200]
-----------------------------------------------
                0.00    0.00       2/66          check_match [100]
                0.00    0.00       4/66          restassign [69]
                0.00    0.00       5/66          body <cycle 2> [81]
                0.00    0.00       6/66          luaK_exp2anyreg [95]
                0.00    0.00       7/66          statement <cycle 2> [40]
                0.00    0.00      16/66          suffixedexp <cycle 3> [45]
                0.00    0.00      26/66          funcargs <cycle 3> [74]
[79]     0.0    0.00    0.00      66         exp2reg [79]
                0.00    0.00      66/66          discharge2reg [78]
-----------------------------------------------
                                   9             subexpr <cycle 3> [80]
                                   1             suffixedexp <cycle 3> [45]
                                  30             funcargs <cycle 3> [74]
                0.00    0.00       2/36          test_then_block <cycle 2> [82]
                0.00    0.00       6/36          restassign [69]
                0.00    0.01      16/36          statement <cycle 2> [40]
[80]     0.0    0.00    0.00      55+9       subexpr <cycle 3> [80]
                0.00    0.00      30/234         luaX_next [56]
                0.00    0.00       9/41          luaK_exp2anyreg [95]
                0.00    0.00       4/4           codearith [103]
                0.00    0.00       9/9           luaK_posfix [106]
                0.00    0.00       9/9           luaK_infix [168]
                0.00    0.00       1/126         luaK_code [134]
                0.00    0.00      64/96          luaE_incCstack [185]
                0.00    0.00       1/19          luaK_codeABCk [199]
                                  43             suffixedexp <cycle 3> [45]
                                   9             subexpr <cycle 3> [80]
-----------------------------------------------
                                   5             statement <cycle 2> [40]
[81]     0.0    0.00    0.00       5         body <cycle 2> [81]
                0.00    0.00      28/234         luaX_next [56]
                0.00    0.00       5/66          exp2reg [79]
                0.00    0.00       5/123         check_match [100]
                0.00    0.00       5/6           close_func [132]
                0.00    0.00       5/6           luaF_newproto [138]
                0.00    0.00       6/126         luaK_code [134]
                0.00    0.00       8/22          new_localvar [156]
                0.00    0.00       5/14          adjustlocalvars [157]
                0.00    0.00       2/357         luaM_growaux_ [130]
                0.00    0.00       5/63          luaK_exp2nextreg [158]
                0.00    0.00       5/6           open_func [234]
                0.00    0.00       5/13          luaK_reserveregs [210]
                0.00    0.00       5/9           luaK_codeABx [223]
                0.00    0.00       1/19          luaK_codeABCk [199]
                                  14             statement <cycle 2> [40]
-----------------------------------------------
                                   2             statement <cycle 2> [40]
[82]     0.0    0.00    0.00       2         test_then_block <cycle 2> [82]
                0.00    0.00       2/36          subexpr <cycle 3> [80]
                0.00    0.00       4/234         luaX_next [56]
                0.00    0.00       2/14          leaveblock [152]
                0.00    0.00       2/2           luaK_goiftrue [171]
                0.00    0.00       2/6           patchlistaux [236]
                0.00    0.00       2/4           luaK_patchtohere [240]
                                   2             statement <cycle 2> [40]
-----------------------------------------------
                                  10             luaL_openlibs <cycle 1> [93]
[83]     0.0    0.00    0.00      10         luaL_requiref <cycle 1> [83]
                0.00    0.00      10/167         lua_pushcclosure [47]
                0.00    0.00      10/214         auxsetstr [71]
                0.00    0.00      10/13          luaL_getsubtable [94]
                0.00    0.00      10/24          lua_pushstring [108]
                0.00    0.00      10/36          lua_getfield [129]
                0.00    0.00      20/82          lua_settop [186]
                0.00    0.00      20/40          lua_pushvalue [192]
                0.00    0.00      10/10          lua_toboolean [219]
                0.00    0.00      10/17          lua_rotate [203]
                0.00    0.00      10/203         lua_setfield [183]
                                  10             lua_callk <cycle 1> [218]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[84]     0.0    0.00    0.00       1         luaopen_utf8 [84]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       1/214         auxsetstr [71]
                0.00    0.00       1/18          lua_createtable [92]
                0.00    0.00       1/4           lua_pushlstring [159]
                0.00    0.00       1/10          luaL_checkversion_ [217]
                0.00    0.00       1/82          lua_settop [186]
                0.00    0.00       1/203         lua_setfield [183]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[85]     0.0    0.00    0.00       1         luaopen_debug [85]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       1/18          lua_createtable [92]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       1/10          luaL_checkversion_ [217]
                0.00    0.00       1/142868      luaE_setdebt [177]
                0.00    0.00       1/82          lua_settop [186]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[86]     0.0    0.00    0.00       1         luaopen_table [86]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       1/18          lua_createtable [92]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       1/10          luaL_checkversion_ [217]
                0.00    0.00       1/142868      luaE_setdebt [177]
                0.00    0.00       1/82          lua_settop [186]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[87]     0.0    0.00    0.00       1         luaopen_coroutine [87]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       1/18          lua_createtable [92]
                0.00    0.00       1/10          luaL_checkversion_ [217]
                0.00    0.00       1/82          lua_settop [186]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[88]     0.0    0.00    0.00       1         luaopen_os [88]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       1/18          lua_createtable [92]
                0.00    0.00       1/10          luaL_checkversion_ [217]
                0.00    0.00       1/82          lua_settop [186]
-----------------------------------------------
                0.00    0.00       6/122         statement <cycle 2> [40]
                0.00    0.00     116/122         llex [57]
[89]     0.0    0.00    0.00     122         luaX_newstring [89]
                0.00    0.00      34/257         luaH_newkey <cycle 4> [63]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00     119/356         internshrstr [110]
                0.00    0.00     122/363         luaS_newlstr [136]
                0.00    0.00     122/373         luaH_getstr [172]
                0.00    0.00      34/254         luaH_finishset [180]
-----------------------------------------------
                0.00    0.00      17/17          luaX_next [56]
[90]     0.0    0.00    0.00      17         read_numeral [90]
                0.00    0.00      53/676         save [60]
                0.00    0.00      17/17          luaO_str2num [201]
                0.00    0.00       4/4           check_next2 [238]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [40]
                0.00    0.00      12/14          discharge2reg [78]
[91]     0.0    0.00    0.00      14         luaK_int [91]
                0.00    0.00       2/42          addk [46]
-----------------------------------------------
                0.00    0.00       1/18          pmain <cycle 1> [43]
                0.00    0.00       1/18          luaL_newmetatable [98]
                0.00    0.00       1/18          luaopen_coroutine [87]
                0.00    0.00       1/18          luaopen_debug [85]
                0.00    0.00       1/18          luaopen_math [75]
                0.00    0.00       1/18          luaopen_os [88]
                0.00    0.00       1/18          luaopen_table [86]
                0.00    0.00       1/18          luaopen_utf8 [84]
                0.00    0.00       2/18          luaopen_io [72]
                0.00    0.00       2/18          luaopen_string [76]
                0.00    0.00       3/18          luaL_getsubtable [94]
                0.00    0.00       3/18          luaopen_package [32]
[92]     0.0    0.00    0.00      18         lua_createtable [92]
                0.00    0.00      15/257         luaH_resize <cycle 4> [123]
                0.00    0.00      18/21          luaH_new [127]
-----------------------------------------------
