Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                                   1             pmain <cycle 1> [43]
[93]     0.0    0.00    0.00       1         luaL_openlibs <cycle 1> [93]
                0.00    0.00      10/214         auxsetstr [71]
                0.00    0.00      10/11          lua_setglobal [215]
                0.00    0.00      10/82          lua_settop [186]
                                  10             luaL_requiref <cycle 1> [83]
-----------------------------------------------
                0.00    0.00       3/13          luaopen_package [32]
                0.00    0.00      10/13          luaL_requiref <cycle 1> [83]
[94]     0.0    0.00    0.00      13         luaL_getsubtable [94]
                0.00    0.00       3/214         auxsetstr [71]
                0.00    0.00       3/18          lua_createtable [92]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00      13/36          lua_getfield [129]
                0.00    0.00       3/82          lua_settop [186]
                0.00    0.00       3/15          lua_absindex [206]
                0.00    0.00       3/203         lua_setfield [183]
                0.00    0.00       3/40          lua_pushvalue [192]
                0.00    0.00       1/142868      luaE_setdebt [177]
-----------------------------------------------
                0.00    0.00       2/41          luaK_posfix [106]
                0.00    0.00       4/41          statement <cycle 2> [40]
                0.00    0.00       4/41          codearith [103]
                0.00    0.00       5/41          fieldsel [77]
                0.00    0.00       7/41          finishbinexpval [105]
                0.00    0.00       9/41          subexpr <cycle 3> [80]
                0.00    0.00      10/41          codeABRK [102]
[95]     0.0    0.00    0.00      41         luaK_exp2anyreg [95]
                0.00    0.00       6/66          exp2reg [79]
                0.00    0.00      41/191         luaK_dischargevars [149]
                0.00    0.00       6/63          luaK_exp2nextreg [158]
-----------------------------------------------
                                   2             statement <cycle 2> [40]
[96]     0.0    0.00    0.00       2         forbody <cycle 2> [96]
                0.00    0.00       2/234         luaX_next [56]
                0.00    0.00       4/126         luaK_code [134]
                0.00    0.00       2/14          leaveblock [152]
                0.00    0.00       2/14          adjustlocalvars [157]
                0.00    0.00       2/162         savelineinfo [137]
                0.00    0.00       4/9           luaK_codeABx [223]
                0.00    0.00       2/13          luaK_reserveregs [210]
                0.00    0.00       2/4           luaK_getlabel [239]
                0.00    0.00       2/36          luaK_fixline [194]
                                   2             block <cycle 2> [166]
-----------------------------------------------
                                   1             pmain <cycle 1> [43]
[97]     0.0    0.00    0.00       1         docall <cycle 1> [97]
                0.00    0.00       1/167         lua_pushcclosure [47]
                0.00    0.00       2/17          lua_rotate [203]
                0.00    0.00       1/8           lua_gettop [226]
                0.00    0.00       1/82          lua_settop [186]
                                   1             lua_pcallk <cycle 1> [272]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_io [72]
[98]     0.0    0.00    0.00       1         luaL_newmetatable [98]
                0.00    0.00       2/214         auxsetstr [71]
                0.00    0.00       1/18          lua_createtable [92]
                0.00    0.00       1/24          lua_pushstring [108]
                0.00    0.00       1/36          lua_getfield [129]
                0.00    0.00       2/203         lua_setfield [183]
                0.00    0.00       1/82          lua_settop [186]
                0.00    0.00       1/40          lua_pushvalue [192]
-----------------------------------------------
                0.00    0.00       2/2           luaopen_package [32]
[99]     0.0    0.00    0.00       2         setpath [99]
                0.00    0.00       2/214         auxsetstr [71]
                0.00    0.00       2/24          lua_pushstring [108]
                0.00    0.00       2/6           lua_pushfstring [144]
                0.00    0.00       2/203         lua_setfield [183]
-----------------------------------------------
                                   7             check_match [100]
                0.00    0.00       1/123         suffixedexp <cycle 3> [45]
                0.00    0.00       3/123         restassign [69]
                0.00    0.00       5/123         body <cycle 2> [81]
                0.00    0.00       8/123         statement <cycle 2> [40]
                0.00    0.00      16/123         funcargs <cycle 3> [74]
                0.00    0.00      90/123         singlevar [54]
[100]    0.0    0.00    0.00     123+7       check_match [100]
                0.00    0.00       2/66          exp2reg [79]
                0.00    0.00       3/4           allocupvalue [167]
                0.00    0.00       1/126         luaK_code [134]
                0.00    0.00       2/63          luaK_exp2nextreg [158]
                0.00    0.00       4/10          luaK_setreturns [216]
                0.00    0.00       1/1           luaK_nil [266]
                                   7             check_match [100]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [40]
                0.00    0.00       9/13          restassign [69]
[101]    0.0    0.00    0.00      13         luaK_storevar [101]
                0.00    0.00      10/10          codeABRK [102]
                0.00    0.00      10/126         luaK_code [134]
                0.00    0.00      12/44          luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00      10/10          luaK_storevar [101]
[102]    0.0    0.00    0.00      10         codeABRK [102]
                0.00    0.00      10/41          luaK_exp2anyreg [95]
                0.00    0.00      10/11          luaK_exp2K [213]
-----------------------------------------------
                0.00    0.00       4/4           subexpr <cycle 3> [80]
[103]    0.0    0.00    0.00       4         codearith [103]
                0.00    0.00       4/7           finishbinexpval [105]
                0.00    0.00       4/41          luaK_exp2anyreg [95]
                0.00    0.00       4/162         savelineinfo [137]
                0.00    0.00       4/36          luaK_fixline [194]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [33]
[104]    0.0    0.00    0.00       1         f_luaopen [104]
                0.00    0.00       1/257         luaH_resize <cycle 4> [123]
                0.00    0.00       1/1           luaT_init [131]
                0.00    0.00       1/1           luaX_init [133]
                0.00    0.00       2/21          luaH_new [127]
                0.00    0.00       1/1           luaS_init [154]
                0.00    0.00       1/1           stack_init [161]
-----------------------------------------------
                0.00    0.00       3/7           finishbinexpneg [107]
                0.00    0.00       4/7           codearith [103]
[105]    0.0    0.00    0.00       7         finishbinexpval [105]
                0.00    0.00       7/41          luaK_exp2anyreg [95]
                0.00    0.00      14/126         luaK_code [134]
                0.00    0.00       7/162         savelineinfo [137]
                0.00    0.00       7/9           freeexps [222]
                0.00    0.00       7/36          luaK_fixline [194]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [80]
[106]    0.0    0.00    0.00       9         luaK_posfix [106]
                0.00    0.00       4/4           finishbinexpneg [107]
                0.00    0.00       2/41          luaK_exp2anyreg [95]
                0.00    0.00       4/126         luaK_code [134]
                0.00    0.00       9/191         luaK_dischargevars [149]
                0.00    0.00       7/7           constfolding [228]
                0.00    0.00       2/3           isSCnumber [247]
                0.00    0.00       2/9           freeexps [222]
                0.00    0.00       1/5           luaK_setoneret [237]
-----------------------------------------------
                0.00    0.00       4/4           luaK_posfix [106]
[107]    0.0    0.00    0.00       4         finishbinexpneg [107]
                0.00    0.00       3/7           finishbinexpval [105]
                0.00    0.00       3/162         savelineinfo [137]
                0.00    0.00       3/36          luaK_fixline [194]
-----------------------------------------------
                0.00    0.00       1/24          luaL_newmetatable [98]
                0.00    0.00       1/24          luaopen_base [61]
                0.00    0.00       1/24          luaopen_package [32]
                0.00    0.00       1/24          luaopen_string [76]
                0.00    0.00       2/24          pmain <cycle 1> [43]
                0.00    0.00       2/24          setpath [99]
                0.00    0.00       3/24          warnfon [119]
                0.00    0.00       3/24          io_noclose [117]
                0.00    0.00      10/24          luaL_requiref <cycle 1> [83]
[108]    0.0    0.00    0.00      24         lua_pushstring [108]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00      24/323         luaS_new [111]
                0.00    0.00       1/142868      luaE_setdebt [177]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_math [75]
                0.00    0.00       3/4           luaopen_io [72]
[109]    0.0    0.00    0.00       4         lua_newuserdatauv [109]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       4/578         luaS_newudata [146]
                0.00    0.00       1/142868      luaE_setdebt [177]
-----------------------------------------------
                0.00    0.00       1/356         lua_pushlstring [159]
                0.00    0.00       1/356         luaS_init [154]
                0.00    0.00       1/356         luaX_init [133]
                0.00    0.00       1/356         luaX_setinput [59]
                0.00    0.00       2/356         leaveblock [152]
                0.00    0.00       6/356         pushstr [145]
                0.00    0.00     119/356         luaX_newstring [89]
                0.00    0.00     225/356         luaS_new [111]
[110]    0.0    0.00    0.00     356         internshrstr [110]
                0.00    0.00     236/20000290     luaC_newobj [19]
                0.00    0.00       1/1           luaS_resize [165]
                0.00    0.00       1/1           tablerehash [275]
-----------------------------------------------
                0.00    0.00       1/323         lua_getglobal [164]
                0.00    0.00       1/323         luaY_parser [35]
                0.00    0.00      22/323         luaX_init [133]
                0.00    0.00      24/323         lua_pushstring [108]
                0.00    0.00      25/323         luaT_init [131]
                0.00    0.00      36/323         lua_getfield [129]
                0.00    0.00     214/323         auxsetstr [71]
[111]    0.0    0.00    0.00     323         luaS_new [111]
                0.00    0.00     225/356         internshrstr [110]
                0.00    0.00     227/363         luaS_newlstr [136]
-----------------------------------------------
                0.00    0.00       2/2           pmain <cycle 1> [43]
[112]    0.0    0.00    0.00       2         lua_gc [112]
                0.00    0.00       1/1           luaC_changemode [114]
                0.00    0.00       1/142868      luaE_setdebt [177]
-----------------------------------------------
                0.00    0.00       1/1           luaC_changemode [114]
[113]    0.0    0.00    0.00       1         entergen [113]
                0.00    0.00       1/142860      atomic [27]
                0.00    0.00       1/1           singlestep [124]
                0.00    0.00       1/1           atomic2gen [139]
                0.00    0.00       1/142860      finishgencycle [179]
                0.00    0.00       1/142868      luaE_setdebt [177]
-----------------------------------------------
                0.00    0.00       1/1           lua_gc [112]
[114]    0.0    0.00    0.00       1         luaC_changemode [114]
                0.00    0.00       1/1           entergen [113]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[115]    0.0    0.00    0.00       3         f_gc [115]
                0.00    0.00       3/3           io_noclose [117]
                0.00    0.00       6/9           luaL_checkudata [141]
-----------------------------------------------
                0.00    0.00       3/6           luaB_print [126]
                0.00    0.00       3/6           str_format [125]
[116]    0.0    0.00    0.00       6         luaL_tolstring [116]
                0.00    0.00       6/6           luaL_callmeta [118]
                0.00    0.00       3/6           lua_pushfstring [144]
                0.00    0.00       6/15          lua_absindex [206]
                0.00    0.00       6/6           lua_type [233]
                0.00    0.00       3/40          lua_pushvalue [192]
                0.00    0.00       3/3           lua_isinteger [254]
                0.00    0.00       3/6           lua_tointegerx [232]
-----------------------------------------------
                0.00    0.00       3/3           f_gc [115]
[117]    0.0    0.00    0.00       3         io_noclose [117]
                0.00    0.00       3/24          lua_pushstring [108]
                0.00    0.00       3/9           luaL_checkudata [141]
                0.00    0.00       3/3           lua_pushnil [256]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [116]
[118]    0.0    0.00    0.00       6         luaL_callmeta [118]
                0.00    0.00       3/3           warnfon [119]
                0.00    0.00       6/15          lua_absindex [206]
                0.00    0.00       6/15          lua_getmetatable [207]
-----------------------------------------------
                0.00    0.00       3/3           luaL_callmeta [118]
[119]    0.0    0.00    0.00       3         warnfon [119]
                0.00    0.00       3/24          lua_pushstring [108]
                0.00    0.00       3/3           lua_rawget [257]
                0.00    0.00       3/82          lua_settop [186]
-----------------------------------------------
                0.00    0.00       6/6           luaC_freeallobjects [4]
[120]    0.0    0.00    0.00       6         luaF_freeproto [120]
                0.00    0.00      42/20000430     luaM_free_ [18]
-----------------------------------------------
                0.00    0.00       1/21          dothecall [15]
                0.00    0.00      20/21          luaC_freeallobjects [4]
[121]    0.0    0.00    0.00      21         luaH_free [121]
                0.00    0.00      39/20000430     luaM_free_ [18]
                0.00    0.00      21/110         luaH_realasize [184]
-----------------------------------------------
                0.00    0.00       1/152         luaS_resize [165]
                0.00    0.00       2/152         luaD_reallocstack [163]
                0.00    0.00       3/152         luaM_saferealloc_ [36]
                0.00    0.00      41/152         luaH_resize <cycle 4> [123]
                0.00    0.00      42/152         luaM_shrinkvector_ [135]
                0.00    0.00      63/152         luaM_growaux_ [130]
[122]    0.0    0.00    0.00     152         luaM_realloc_ [122]
                0.00    0.00     152/40000947     l_alloc [25]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [63]
                0.00    0.00       1/257         f_luaopen [104]
                0.00    0.00      15/257         lua_createtable [92]
[123]    0.0    0.00    0.00      41         luaH_resize <cycle 4> [123]
                0.00    0.00      39/20000364     luaM_malloc_ [24]
                0.00    0.00      41/152         luaM_realloc_ [122]
                0.00    0.00       1/7           getgeneric [170]
                0.00    0.00     154/224         luaH_get [182]
                0.00    0.00      41/110         luaH_realasize [184]
                0.00    0.00      39/40          luaO_ceillog2 [191]
                                 154             luaH_newkey <cycle 4> [63]
-----------------------------------------------
                0.00    0.00       1/1           entergen [113]
[124]    0.0    0.00    0.00       1         singlestep [124]
                0.00    0.00       3/286012      reallymarkobject [51]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[125]    0.0    0.00    0.00       3         str_format [125]
                0.00    0.00       3/6           luaL_tolstring [116]
                0.00    0.00       3/3           luaL_pushresult [162]
                0.00    0.00       9/12          prepbuffsize [212]
                0.00    0.00       9/9           luaL_prepbuffsize [224]
                0.00    0.00       3/8           lua_gettop [226]
                0.00    0.00       3/3           luaL_checklstring [250]
                0.00    0.00       3/3           lua_pushlightuserdata [255]
                0.00    0.00       3/3           luaL_buffinit [249]
                0.00    0.00       3/82          lua_settop [186]
                0.00    0.00       3/3           luaL_checknumber [251]
                0.00    0.00       3/3           checkformat [245]
                0.00    0.00       3/3           addlenmod [243]
                0.00    0.00       3/13          lua_tolstring [211]
                0.00    0.00       3/3           luaL_addvalue [248]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[126]    0.0    0.00    0.00       3         luaB_print [126]
                0.00    0.00       3/6           luaL_tolstring [116]
                0.00    0.00       3/8           lua_gettop [226]
                0.00    0.00       3/13          lua_tolstring [211]
                0.00    0.00       3/82          lua_settop [186]
-----------------------------------------------
                0.00    0.00       1/21          luaY_parser [35]
                0.00    0.00       2/21          f_luaopen [104]
                0.00    0.00      18/21          lua_createtable [92]
[127]    0.0    0.00    0.00      21         luaH_new [127]
                0.00    0.00      21/20000290     luaC_newobj [19]
-----------------------------------------------
                0.00    0.00      33/33          luaD_precall <cycle 1> [10]
[128]    0.0    0.00    0.00      33         luaE_extendCI [128]
                0.00    0.00      33/20000364     luaM_malloc_ [24]
-----------------------------------------------
                0.00    0.00       1/36          luaL_newmetatable [98]
                0.00    0.00       3/36          luaL_setmetatable [153]
                0.00    0.00       9/36          luaL_testudata [142]
                0.00    0.00      10/36          luaL_requiref <cycle 1> [83]
                0.00    0.00      13/36          luaL_getsubtable [94]
[129]    0.0    0.00    0.00      36         lua_getfield [129]
                0.00    0.00      36/323         luaS_new [111]
                0.00    0.00      36/373         luaH_getstr [172]
                0.00    0.00      36/70          index2value [187]
                0.00    0.00      14/14          luaV_finishget [208]
-----------------------------------------------
                0.00    0.00       2/357         createlabel [169]
                0.00    0.00       2/357         body <cycle 2> [81]
                0.00    0.00       4/357         allocupvalue [167]
                0.00    0.00      17/357         addk [46]
                0.00    0.00      22/357         new_localvar [156]
                0.00    0.00      22/357         adjustlocalvars [157]
                0.00    0.00     126/357         luaK_code [134]
                0.00    0.00     162/357         savelineinfo [137]
[130]    0.0    0.00    0.00     357         luaM_growaux_ [130]
                0.00    0.00      63/152         luaM_realloc_ [122]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [104]
[131]    0.0    0.00    0.00       1         luaT_init [131]
                0.00    0.00      25/323         luaS_new [111]
                0.00    0.00      25/49          luaC_fix [188]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [35]
                0.00    0.00       5/6           body <cycle 2> [81]
[132]    0.0    0.00    0.00       6         close_func [132]
                0.00    0.00      42/42          luaM_shrinkvector_ [135]
                0.00    0.00       6/14          leaveblock [152]
                0.00    0.00       6/126         luaK_code [134]
                0.00    0.00       6/18          luaK_ret [200]
                0.00    0.00       6/6           luaK_finish [231]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [104]
[133]    0.0    0.00    0.00       1         luaX_init [133]
                0.00    0.00      22/323         luaS_new [111]
                0.00    0.00       1/356         internshrstr [110]
                0.00    0.00       1/363         luaS_newlstr [136]
                0.00    0.00      23/49          luaC_fix [188]
-----------------------------------------------
                0.00    0.00       1/126         check_match [100]
                0.00    0.00       1/126         subexpr <cycle 3> [80]
                0.00    0.00       1/126         luaY_parser [35]
                0.00    0.00       4/126         forbody <cycle 2> [96]
                0.00    0.00       4/126         luaK_posfix [106]
                0.00    0.00       6/126         close_func [132]
                0.00    0.00       6/126         body <cycle 2> [81]
                0.00    0.00       9/126         statement <cycle 2> [40]
                0.00    0.00      10/126         luaK_storevar [101]
                0.00    0.00      14/126         finishbinexpval [105]
                0.00    0.00      16/126         funcargs <cycle 3> [74]
                0.00    0.00      26/126         discharge2reg [78]
                0.00    0.00      28/126         luaK_dischargevars [149]
[134]    0.0    0.00    0.00     126         luaK_code [134]
                0.00    0.00     126/357         luaM_growaux_ [130]
                0.00    0.00     126/162         savelineinfo [137]
-----------------------------------------------
                0.00    0.00      42/42          close_func [132]
[135]    0.0    0.00    0.00      42         luaM_shrinkvector_ [135]
                0.00    0.00      42/152         luaM_realloc_ [122]
-----------------------------------------------
                0.00    0.00       1/363         luaX_init [133]
                0.00    0.00       1/363         luaX_setinput [59]
                0.00    0.00       2/363         leaveblock [152]
                0.00    0.00       4/363         lua_pushlstring [159]
                0.00    0.00       6/363         pushstr [145]
                0.00    0.00     122/363         luaX_newstring [89]
                0.00    0.00     227/363         luaS_new [111]
[136]    0.0    0.00    0.00     363         luaS_newlstr [136]
                0.00    0.00       8/20000290     luaC_newobj [19]
-----------------------------------------------
                0.00    0.00       2/162         forbody <cycle 2> [96]
                0.00    0.00       3/162         finishbinexpneg [107]
                0.00    0.00       4/162         statement <cycle 2> [40]
                0.00    0.00       4/162         codearith [103]
                0.00    0.00       7/162         finishbinexpval [105]
                0.00    0.00      16/162         funcargs <cycle 3> [74]
                0.00    0.00     126/162         luaK_code [134]
[137]    0.0    0.00    0.00     162         savelineinfo [137]
                0.00    0.00     162/357         luaM_growaux_ [130]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [35]
                0.00    0.00       5/6           body <cycle 2> [81]
[138]    0.0    0.00    0.00       6         luaF_newproto [138]
                0.00    0.00       6/20000290     luaC_newobj [19]
-----------------------------------------------
                0.00    0.00       1/1           entergen [113]
[139]    0.0    0.00    0.00       1         atomic2gen [139]
                0.00    0.00       3/3           sweep2old [140]
-----------------------------------------------
                0.00    0.00       3/3           atomic2gen [139]
[140]    0.0    0.00    0.00       3         sweep2old [140]
                0.00    0.00       3/20000430     luaM_free_ [18]
                0.00    0.00       3/20000290     freeobj [26]
-----------------------------------------------
                0.00    0.00       3/9           io_noclose [117]
                0.00    0.00       6/9           f_gc [115]
[141]    0.0    0.00    0.00       9         luaL_checkudata [141]
                0.00    0.00       9/9           luaL_testudata [142]
-----------------------------------------------
                0.00    0.00       9/9           luaL_checkudata [141]
[142]    0.0    0.00    0.00       9         luaL_testudata [142]
                0.00    0.00       9/36          lua_getfield [129]
                0.00    0.00       9/10          lua_touserdata [220]
                0.00    0.00       9/15          lua_getmetatable [207]
                0.00    0.00       9/34          luaV_equalobj [195]
                0.00    0.00       9/9           lua_rawequal [225]
                0.00    0.00       9/82          lua_settop [186]
-----------------------------------------------
                0.00    0.00       6/6           lua_pushfstring [144]
[143]    0.0    0.00    0.00       6         luaO_pushvfstring [143]
                0.00    0.00       6/6           pushstr [145]
                0.00    0.00      19/19          addstr2buff [198]
                0.00    0.00       3/3           addnum2buff [244]
-----------------------------------------------
                0.00    0.00       1/6           luaL_loadfilex <cycle 1> [160]
                0.00    0.00       2/6           setpath [99]
                0.00    0.00       3/6           luaL_tolstring [116]
[144]    0.0    0.00    0.00       6         lua_pushfstring [144]
                0.00    0.00       6/6           luaO_pushvfstring [143]
-----------------------------------------------
                0.00    0.00       6/6           luaO_pushvfstring [143]
[145]    0.0    0.00    0.00       6         pushstr [145]
                0.00    0.00       6/356         internshrstr [110]
                0.00    0.00       6/363         luaS_newlstr [136]
-----------------------------------------------
                0.00    0.00       4/578         lua_newuserdatauv [109]
                0.00    0.00       7/578         getgeneric [170]
                0.00    0.00     567/578         luaH_newkey <cycle 4> [63]
[146]    0.0    0.00    0.00     578         luaS_newudata [146]
                0.00    0.00       4/20000290     luaC_newobj [19]
                0.00    0.00      11/11          luaS_hashlongstr [214]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [33]
[147]    0.0    0.00    0.00       1         luaF_close [147]
                0.00    0.00       1/10000002     luaF_closeupval [16]
-----------------------------------------------
                0.00    0.00       1/6           propagatemark [31]
                0.00    0.00       1/6           luaV_objlen [65]
                0.00    0.00       4/6           luaC_checkfinalizer [151]
[148]    0.0    0.00    0.00       6         luaT_gettm [148]
                0.00    0.00       6/271946189     luaH_getshortstr [11]
-----------------------------------------------
                0.00    0.00       1/191         suffixedexp <cycle 3> [45]
                0.00    0.00       2/191         luaK_goiftrue [171]
                0.00    0.00       9/191         luaK_infix [168]
                0.00    0.00       9/191         luaK_posfix [106]
                0.00    0.00      41/191         luaK_exp2anyreg [95]
                0.00    0.00      63/191         luaK_exp2nextreg [158]
                0.00    0.00      66/191         discharge2reg [78]
[149]    0.0    0.00    0.00     191         luaK_dischargevars [149]
                0.00    0.00      28/126         luaK_code [134]
                0.00    0.00       5/44          luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00       1/5           luaopen_package [32]
                0.00    0.00       1/5           luaopen_string [76]
                0.00    0.00       3/5           luaopen_io [72]
[150]    0.0    0.00    0.00       5         lua_setmetatable [150]
                0.00    0.00       4/4           luaC_checkfinalizer [151]
                0.00    0.00       5/70          index2value [187]
-----------------------------------------------
                0.00    0.00       4/4           lua_setmetatable [150]
[151]    0.0    0.00    0.00       4         luaC_checkfinalizer [151]
                0.00    0.00       4/6           luaT_gettm [148]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [40]
                0.00    0.00       2/14          block <cycle 2> [166]
                0.00    0.00       2/14          forbody <cycle 2> [96]
                0.00    0.00       2/14          test_then_block <cycle 2> [82]
                0.00    0.00       6/14          close_func [132]
[152]    0.0    0.00    0.00      14         leaveblock [152]
                0.00    0.00       2/356         internshrstr [110]
                0.00    0.00       2/2           createlabel [169]
                0.00    0.00       2/363         luaS_newlstr [136]
-----------------------------------------------
                0.00    0.00       3/3           luaopen_io [72]
[153]    0.0    0.00    0.00       3         luaL_setmetatable [153]
                0.00    0.00       3/36          lua_getfield [129]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [104]
[154]    0.0    0.00    0.00       1         luaS_init [154]
                0.00    0.00       1/356         internshrstr [110]
                0.00    0.00       1/20000364     luaM_malloc_ [24]
                0.00    0.00       1/49          luaC_fix [188]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [33]
[155]    0.0    0.00    0.00       1         luaF_initupvals [155]
                0.00    0.00       1/20000290     luaC_newobj [19]
-----------------------------------------------
                0.00    0.00       8/22          body <cycle 2> [81]
                0.00    0.00      14/22          statement <cycle 2> [40]
[156]    0.0    0.00    0.00      22         new_localvar [156]
                0.00    0.00      22/357         luaM_growaux_ [130]
-----------------------------------------------
                0.00    0.00       2/14          forbody <cycle 2> [96]
                0.00    0.00       5/14          body <cycle 2> [81]
                0.00    0.00       7/14          statement <cycle 2> [40]
[157]    0.0    0.00    0.00      14         adjustlocalvars [157]
                0.00    0.00      22/357         luaM_growaux_ [130]
-----------------------------------------------
                0.00    0.00       1/63          restassign [69]
                0.00    0.00       2/63          check_match [100]
                0.00    0.00       5/63          body <cycle 2> [81]
                0.00    0.00       6/63          luaK_exp2anyreg [95]
                0.00    0.00       7/63          statement <cycle 2> [40]
                0.00    0.00      16/63          suffixedexp <cycle 3> [45]
                0.00    0.00      26/63          funcargs <cycle 3> [74]
[158]    0.0    0.00    0.00      63         luaK_exp2nextreg [158]
                0.00    0.00      63/191         luaK_dischargevars [149]
                0.00    0.00       9/44          luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_utf8 [84]
                0.00    0.00       3/4           luaL_pushresult [162]
[159]    0.0    0.00    0.00       4         lua_pushlstring [159]
                0.00    0.00       1/356         internshrstr [110]
                0.00    0.00       4/363         luaS_newlstr [136]
-----------------------------------------------
                                   1             pmain <cycle 1> [43]
[160]    0.0    0.00    0.00       1         luaL_loadfilex <cycle 1> [160]
                0.00    0.00       1/6           lua_pushfstring [144]
                0.00    0.00       1/8           lua_gettop [226]
                0.00    0.00       1/1           skipcomment [274]
                0.00    0.00       1/13          lua_tolstring [211]
                0.00    0.00       1/17          lua_rotate [203]
                0.00    0.00       1/82          lua_settop [186]
                                   1             lua_load <cycle 1> [271]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [104]
[161]    0.0    0.00    0.00       1         stack_init [161]
                0.00    0.00       1/20000364     luaM_malloc_ [24]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[162]    0.0    0.00    0.00       3         luaL_pushresult [162]
                0.00    0.00       3/4           lua_pushlstring [159]
                0.00    0.00       3/17          lua_rotate [203]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [10]
[163]    0.0    0.00    0.00       2         luaD_reallocstack [163]
                0.00    0.00       2/152         luaM_realloc_ [122]
                0.00    0.00       2/2           correctstack [259]
-----------------------------------------------
                0.00    0.00       1/1           pmain <cycle 1> [43]
[164]    0.0    0.00    0.00       1         lua_getglobal [164]
                0.00    0.00       1/323         luaS_new [111]
                0.00    0.00       1/373         luaH_getstr [172]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [110]
[165]    0.0    0.00    0.00       1         luaS_resize [165]
                0.00    0.00       1/152         luaM_realloc_ [122]
-----------------------------------------------
                                   2             forbody <cycle 2> [96]
[166]    0.0    0.00    0.00       2         block <cycle 2> [166]
                0.00    0.00       2/14          leaveblock [152]
                                   2             statement <cycle 2> [40]
-----------------------------------------------
                0.00    0.00       1/4           luaY_parser [35]
                0.00    0.00       3/4           check_match [100]
[167]    0.0    0.00    0.00       4         allocupvalue [167]
                0.00    0.00       4/357         luaM_growaux_ [130]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [80]
[168]    0.0    0.00    0.00       9         luaK_infix [168]
                0.00    0.00       9/191         luaK_dischargevars [149]
                0.00    0.00       2/5           luaK_setoneret [237]
                0.00    0.00       1/3           isSCnumber [247]
                0.00    0.00       1/11          luaK_exp2K [213]
-----------------------------------------------
                0.00    0.00       2/2           leaveblock [152]
[169]    0.0    0.00    0.00       2         createlabel [169]
                0.00    0.00       2/357         luaM_growaux_ [130]
                0.00    0.00       2/4           luaK_getlabel [239]
-----------------------------------------------
                0.00    0.00       1/7           luaH_resize <cycle 4> [123]
                0.00    0.00       3/7           addk [46]
                0.00    0.00       3/7           luaH_getstr [172]
[170]    0.0    0.00    0.00       7         getgeneric [170]
                0.00    0.00       7/578         luaS_newudata [146]
                0.00    0.00       3/3           luaS_eqlngstr [252]
-----------------------------------------------
                0.00    0.00       2/2           test_then_block <cycle 2> [82]
[171]    0.0    0.00    0.00       2         luaK_goiftrue [171]
                0.00    0.00       2/191         luaK_dischargevars [149]
                0.00    0.00       2/2           luaK_concat [263]
                0.00    0.00       2/6           patchlistaux [236]
-----------------------------------------------
                0.00    0.00       1/373         lua_getglobal [164]
                0.00    0.00      36/373         lua_getfield [129]
                0.00    0.00     122/373         luaX_newstring [89]
                0.00    0.00     214/373         auxsetstr [71]
[172]    0.0    0.00    0.00     373         luaH_getstr [172]
                0.00    0.00       3/7           getgeneric [170]
-----------------------------------------------
                0.00    0.00  571440/571440      atomic [27]
[173]    0.0    0.00    0.00  571440         clearbyvalues [173]
-----------------------------------------------
                0.00    0.00  571440/571440      finishgencycle [179]
[174]    0.0    0.00    0.00  571440         correctgraylist [174]
-----------------------------------------------
                0.00    0.00  285720/285720      atomic [27]
[175]    0.0    0.00    0.00  285720         clearbykeys [175]
-----------------------------------------------
                0.00    0.00  285720/285720      atomic [27]
